ltable_id,rtable_id,label
1560,8451,0
2464,15665,0
1248,16894,0
683,19140,0
1426,6692,0
2471,19011,0
2255,2632,0
578,11384,0
312,11285,0
1909,21481,0
176,2948,0
528,8972,0
700,18507,0
2390,6745,0
1852,12711,0
1129,2672,0
1910,5523,0
1760,18297,0
896,3098,0
125,5418,0
1827,14483,0
2390,6742,0
218,1090,0
1320,21571,0
181,12012,1
1269,21544,0
1133,12786,0
1561,17048,0
967,806,0
966,10290,0
178,19149,1
66,3670,0
1016,18557,0
2401,19221,0
219,8699,0
2507,7056,0
1475,6605,0
2305,954,0
1614,11350,1
737,2840,0
421,16517,0
2535,8245,0
692,18704,1
2405,4965,0
688,12847,0
1171,16356,0
1397,19113,0
462,2821,0
1316,4506,1
421,16222,0
2054,7600,0
1036,8,0
1525,8563,0
660,10272,0
1178,18507,0
1839,21955,0
2311,20733,0
1827,2584,0
95,13009,0
1616,21312,0
382,2581,0
874,18827,0
1531,16328,0
787,2689,0
495,6767,0
921,21915,0
1992,11230,0
2237,1696,1
2342,12613,0
2514,18680,0
2272,12417,0
1917,14149,0
29,12464,0
1686,17665,1
490,10505,0
561,805,0
102,13722,0
1571,11014,0
49,10111,0
1630,14811,0
2094,16173,0
557,20874,0
429,19904,0
2167,17733,1
1016,1624,0
1246,13878,0
627,10751,0
1471,9143,0
699,3856,1
814,17184,0
1455,692,0
507,11953,1
1528,11148,0
1653,13531,0
217,8944,0
1594,6430,0
1793,10185,0
2149,6797,0
2389,6743,0
2001,2074,0
2107,19752,0
2071,12819,0
557,13436,0
1504,9319,0
765,5410,0
2056,5118,0
852,16333,0
2322,13108,0
175,20939,0
2218,16332,0
295,12600,0
852,18152,0
1560,8450,0
1816,15884,0
2389,6750,0
857,7361,0
150,4349,0
1296,19011,0
1711,19915,0
1528,16538,0
1272,8153,0
2306,18101,0
887,17184,0
2054,3599,0
786,14704,0
896,14820,0
636,7158,0
576,14701,0
2305,3546,0
1092,3778,0
1933,1166,0
836,21563,0
672,158,0
1705,15776,0
1932,4979,0
117,5266,0
735,10272,0
2155,4509,1
73,9392,0
1447,8941,0
2430,20121,0
597,14248,0
219,4638,0
1711,17874,0
458,9325,0
1860,18620,0
1824,8306,0
688,4787,0
1591,3205,1
322,9990,1
1135,10745,0
828,2976,0
261,7227,0
327,809,0
2063,13107,0
1901,10882,1
2001,13988,0
2361,18153,0
576,4728,0
753,7944,0
266,12919,0
509,19410,0
2126,2139,0
943,9149,0
719,121,0
2514,659,0
1296,801,0
852,19283,0
1539,4754,0
2199,16845,0
1009,10601,0
382,14483,0
1959,286,0
1564,20729,0
1257,21566,0
1888,14668,0
2394,3276,0
1866,14359,1
612,2754,0
2546,19780,0
2076,18297,1
697,7739,0
2504,18443,0
2220,14707,0
2163,8469,1
414,9527,0
80,17375,0
993,19010,0
1907,14428,0
509,9804,0
1694,20397,1
1209,16101,0
2082,2689,0
1753,16220,1
2389,21794,0
284,14575,0
753,9553,0
1060,20429,0
662,17223,0
1737,12275,0
626,6750,0
512,4976,0
1899,5458,1
523,14091,0
2224,6745,0
382,4490,0
1037,12168,1
661,7976,0
944,10251,0
1542,9901,0
415,20385,1
2432,9063,0
2365,4528,0
1595,3901,0
2405,8668,1
398,18813,0
1869,15888,0
1861,16323,0
1132,6743,0
40,2828,0
1508,14528,0
1720,19380,0
2220,17846,0
2265,9441,0
1953,13422,0
1413,10728,0
898,7383,1
1784,21672,0
22,15600,0
176,854,0
2549,7860,0
1673,6029,0
219,6666,0
1145,4715,0
2400,12269,0
636,14336,0
561,18152,1
1413,12766,0
1542,14054,0
1688,18243,0
243,5776,0
95,1036,0
65,21045,0
896,13568,0
56,16349,0
2538,14178,0
465,10870,0
2374,3051,1
1560,11858,0
2379,10267,1
618,10042,0
70,3747,0
2365,646,0
1418,2839,0
1178,20429,0
1827,13908,0
1247,1358,0
283,1886,0
1195,5364,1
1833,7553,0
2165,21076,1
889,2789,0
2145,8789,0
1673,5248,0
2257,8356,1
1875,3369,0
2361,820,0
1311,3097,0
2438,5571,0
2149,2872,0
1141,3276,0
852,18153,0
2107,8358,1
2317,2802,0
2112,14704,0
688,2870,0
1550,1373,0
184,18372,0
97,21940,0
1957,16936,0
1862,15434,1
1155,10921,0
2535,122,0
2462,4155,0
1805,7581,0
1605,801,0
217,21980,0
2430,12781,0
1649,14884,0
1860,13393,0
1296,6750,0
2058,9496,0
978,16880,0
25,14930,0
2229,20564,0
1070,3973,0
908,1043,0
2094,18617,0
1169,9322,0
199,3538,0
218,5046,1
700,801,0
776,13713,0
1726,16331,0
353,8826,0
1091,14950,0
2478,16862,1
1508,4533,0
1781,4397,0
960,15247,0
382,20373,0
80,6526,1
1774,17453,0
2196,19484,1
912,3749,0
330,21371,0
320,18372,0
1135,6749,0
29,6031,1
1484,2258,0
1861,20538,0
339,13558,0
54,6572,1
53,16333,0
1630,13530,0
1178,21794,0
2471,286,0
337,18357,0
2537,4425,0
1624,14940,0
967,801,0
1300,7620,0
32,20124,0
753,3682,0
2535,8810,0
509,9802,0
2147,6580,0
2527,11279,0
1632,626,0
635,7145,1
65,1173,0
2405,14920,0
2504,12781,0
1581,6075,0
2023,3391,0
1527,5049,0
382,8596,0
2349,20324,0
2332,18153,0
1198,6883,0
117,3320,0
336,5702,0
353,2788,0
2058,3490,0
2078,3894,1
2144,10744,0
1616,556,0
1705,4677,0
1457,8346,1
1528,17193,0
2055,14729,0
219,14160,0
2394,7260,0
2043,11723,0
292,4497,0
1702,17563,0
65,15083,0
1402,20183,1
2461,21056,0
1605,6740,0
1537,12414,0
1031,15855,0
1178,20715,0
1438,5421,0
2061,16591,0
851,14245,0
2472,19011,0
2492,10151,0
2469,17843,0
2266,1616,1
1169,15295,0
1745,16721,0
912,9793,0
1223,12116,0
290,20220,0
65,11132,0
419,21844,0
625,20125,0
737,6767,0
399,6641,0
1534,1280,0
627,14686,0
1779,12714,0
2094,10822,0
634,10844,0
2361,20125,0
1532,2689,0
532,10077,0
95,4966,0
1169,13307,0
1178,19283,0
1132,18165,0
79,18187,0
1695,17928,0
394,15681,0
2332,21693,0
1486,13414,0
576,14680,0
249,18994,0
496,4496,1
429,15214,0
1699,18345,0
2209,17162,1
961,4331,0
195,19729,0
2331,7294,0
1419,20145,0
2546,16910,0
1628,6288,1
2484,1439,0
968,19351,0
2395,12586,0
1907,12500,0
1983,10893,0
2186,3614,0
348,15100,0
2430,21811,0
744,2825,0
1129,679,0
852,2819,0
621,13149,0
93,8350,1
1887,3716,0
67,10669,0
1454,824,0
1661,21507,0
1296,6740,0
2540,5175,1
81,21451,0
688,10792,0
741,11537,1
1834,18463,0
2317,15825,1
2531,4659,0
145,10613,0
2185,12098,0
896,12918,0
1908,20111,1
2154,3231,0
967,17892,0
1927,14822,0
1465,20564,0
319,19634,0
34,21446,0
1334,4528,0
1172,16731,0
2401,4329,0
2020,18200,0
2253,18771,0
1983,4894,0
1230,4667,1
99,4522,0
852,19011,0
266,14825,0
523,14107,0
672,6882,0
2332,806,0
2483,7842,0
374,428,0
2324,20693,1
1595,15395,0
1761,12645,0
1952,1770,0
862,21118,0
1674,17924,0
106,411,0
41,18673,0
1257,8786,0
1393,16924,0
1891,3329,0
1502,13545,0
226,14620,0
1437,11708,0
2283,19125,0
589,16953,1
2082,21933,0
2422,5191,0
2295,17188,0
1977,13329,0
1699,16433,0
626,19283,0
95,9006,0
1863,4760,0
1711,5499,0
166,17837,0
722,6458,0
934,7127,0
176,4855,0
1060,8786,0
1956,16214,0
2546,9064,0
1062,2754,0
2517,8235,0
582,7870,0
793,10077,0
447,9155,0
2548,12921,0
509,1798,0
1200,159,1
2069,10794,0
742,12765,0
1810,2730,0
805,14294,1
911,19024,0
737,19570,0
2389,17203,0
1191,21671,0
993,10869,0
229,11249,0
2361,304,0
1656,8450,0
1237,21547,0
1184,6961,0
2471,21693,0
32,18153,0
973,6761,0
1129,676,0
938,12668,0
320,14487,0
1589,20790,0
320,16184,0
1349,19976,0
582,15804,0
226,13545,0
1910,19938,0
2049,21191,0
2514,2644,0
1257,14680,0
2363,6752,0
641,5136,0
832,4597,1
2515,554,0
1423,7699,0
2475,87,0
725,21213,0
1686,16258,0
2361,19283,0
1934,5537,0
2002,14930,0
324,552,0
753,7558,0
1531,17433,0
1443,8792,0
753,20259,0
822,21693,0
353,8763,0
2019,17431,0
218,20454,0
1060,18444,0
804,2879,0
1453,19451,0
1959,10751,0
2549,16808,0
513,2642,0
1108,2723,0
557,11931,0
2394,13254,0
978,18558,0
822,14707,0
1285,17404,0
226,14005,0
576,286,0
2100,13576,0
353,10728,0
753,2917,0
2424,15450,0
1701,21487,0
1649,12982,0
428,21446,0
320,18617,0
37,5601,0
1145,4784,0
1711,16374,0
201,9576,0
1688,17232,0
1688,16406,0
1964,14803,1
2265,18698,1
2517,14169,0
244,2829,0
2471,18152,0
2430,18507,0
360,3569,0
2546,17186,0
2405,9095,0
2237,19079,0
532,6031,0
2297,6998,0
1761,6599,0
2248,6301,0
2192,136,0
1842,4865,0
1242,5063,0
1323,11278,0
69,14641,1
1577,6332,0
1979,4859,0
912,9795,0
853,768,0
1630,19580,0
1030,10555,1
1438,5410,0
626,17203,0
2230,19286,0
2048,10750,0
792,2880,0
1145,8841,0
1129,21929,0
1016,17239,0
124,8974,0
2548,19117,1
1447,242,0
1761,12646,0
172,21462,0
621,7126,0
2538,8245,0
178,20526,0
2296,4824,0
2503,20051,1
1927,5250,0
1513,1592,1
255,961,0
770,1111,0
774,18730,0
725,16278,0
1228,13482,0
2363,2826,0
47,17556,0
2345,15061,1
1424,2225,0
2435,10675,0
2361,2818,0
988,15661,0
2362,17735,0
40,20715,0
625,21811,0
1485,166,0
1539,6769,0
720,3442,0
305,17385,0
2265,6164,0
73,2516,0
2107,18982,0
1626,6967,0
1681,20776,0
2437,12517,0
737,837,0
1011,3461,0
626,12781,0
1927,21369,0
544,7581,0
258,10646,1
912,5737,0
922,19110,0
1145,12849,0
2363,18601,0
2201,14110,0
2504,18152,0
1282,1240,1
120,923,0
760,3466,0
92,2822,0
125,3466,0
807,10731,0
348,15101,0
2389,17846,0
765,15415,1
1937,14776,0
1468,9996,0
2130,11144,0
1966,656,1
1225,6032,0
2422,13547,0
1016,17235,0
469,19558,0
1528,6115,0
1286,16839,0
2535,6761,0
1839,2815,0
787,6998,0
1135,10869,0
2471,2819,0
853,6752,0
547,15264,0
1932,10588,0
947,9460,0
32,12794,0
1295,8464,0
2001,4188,0
1430,11656,0
419,13254,0
1784,2494,0
581,16963,0
1010,1090,0
594,5279,0
617,19540,1
1589,7435,0
665,10744,0
661,9989,0
512,21446,0
1245,13878,0
2020,14701,0
1966,659,0
832,14586,0
1021,16084,0
1382,2594,0
1525,2238,0
41,11056,0
2143,8239,0
2522,3324,1
693,2611,1
626,18465,0
582,11379,0
149,20817,0
195,9263,0
2046,17529,0
2133,18827,0
244,10744,0
1740,5504,0
722,12995,1
1145,8839,0
2548,13224,0
557,15882,0
672,5249,0
1882,6500,0
1528,811,1
1649,14883,0
53,6743,0
339,15539,0
625,18465,0
532,12059,0
1121,5671,0
697,7737,0
1927,15868,0
2039,7443,1
1257,20429,0
465,6785,0
1695,16825,0
2220,16598,0
1405,10555,0
2225,6387,0
1870,918,0
1701,16430,0
2236,11637,0
1233,18428,1
741,5512,0
2149,1609,0
793,2074,0
1489,2077,1
967,2818,0
1978,8262,0
1028,5378,0
58,1574,0
73,5088,0
1594,2493,0
213,20018,0
1944,6985,0
1062,6754,0
2133,18883,0
1348,4578,0
305,15295,0
693,20663,0
2220,2819,0
1910,9558,0
625,18153,0
528,21347,1
2349,12225,0
1933,7139,0
2008,14092,0
466,17506,0
852,820,0
176,7304,0
1136,17382,0
1284,9324,0
495,2840,0
1560,3068,0
2114,2754,0
672,9577,0
582,20737,0
1827,1609,0
1522,8661,0
630,12819,0
1992,16450,0
1711,17614,0
2515,9967,0
1193,17864,0
1910,5522,0
782,5390,0
95,1033,0
278,19779,0
719,1832,0
1208,3254,1
954,3651,0
658,12878,0
1621,17544,0
278,17381,0
1017,12416,0
2412,18154,0
2540,21344,0
932,16317,0
1621,17872,0
201,3555,0
84,2740,0
916,8910,1
1761,21681,0
2331,20772,0
1010,5034,0
1927,8908,0
582,3823,0
128,2701,1
2368,11363,0
1372,5299,0
166,16333,0
339,5576,0
1338,19146,0
1508,644,0
944,21292,0
2069,3882,0
1531,16921,0
1733,17687,0
73,772,0
625,9734,0
2164,3694,1
652,7445,1
2037,21543,1
688,4786,0
1945,6075,0
1869,8591,0
276,9509,0
547,13288,0
2254,8257,0
582,1000,0
887,17506,0
2471,20429,0
2520,20198,0
1933,1185,0
1349,12191,1
1959,14707,0
1236,7615,1
2544,16195,0
2255,8070,0
2349,14176,0
2430,9734,0
640,9846,0
557,3479,0
2332,19011,0
1454,2840,0
40,14404,0
1091,19597,0
2527,21062,0
2126,7704,0
1809,9064,0
166,820,0
617,14463,0
599,8519,0
342,21065,0
2390,12785,0
1825,7034,0
339,11600,0
2412,15884,0
2020,16598,0
620,13871,0
2327,10203,0
2063,13152,0
576,8791,0
2069,1173,0
1537,20635,0
1656,12765,0
53,304,0
2260,3749,0
1959,18200,0
1258,6745,0
759,14293,0
67,20417,0
353,6729,0
1861,9392,0
1510,2634,0
405,9969,0
1711,21223,0
182,3408,0
1656,8708,0
2094,4029,0
1489,22000,0
1711,17276,0
25,2544,0
2230,8653,0
1701,18549,1
315,9724,0
184,3973,0
1504,917,0
960,13088,0
1827,8596,0
201,21085,0
226,9913,0
1869,8590,0
1132,18443,0
1711,17873,0
909,4349,0
2430,13427,0
967,14680,0
1209,5671,0
722,10500,0
1893,11120,1
735,6366,0
887,2817,0
65,11897,0
645,18666,0
1198,6884,0
1365,5431,0
1133,21935,0
1907,14421,0
2364,17915,1
2259,14834,1
2471,16333,0
1048,931,0
278,16318,0
2514,2634,0
1026,4040,0
419,5216,0
215,12643,0
1805,9610,0
1631,7139,0
706,14765,0
887,9064,0
861,15854,0
2105,5529,0
219,5834,0
2297,12789,0
73,10555,0
1324,912,1
2363,14699,0
1536,6031,0
1702,17898,0
1927,954,0
278,9036,0
1827,2578,1
159,5664,1
2387,20821,1
1860,5560,1
1183,7689,0
2152,6407,0
2424,10272,0
1454,21423,0
399,22018,0
700,16598,0
2405,1038,0
632,3169,0
871,19173,0
166,21811,0
1229,2943,0
594,5733,0
2395,20373,0
908,12999,0
1827,12586,0
2341,9088,0
2195,8329,0
2103,14836,0
1242,8451,0
353,10727,0
1153,13243,0
1321,11111,0
2538,12225,0
2504,806,0
1963,14903,0
2072,1742,0
1153,7242,0
1435,1470,0
2405,14932,0
2304,6397,0
1121,14109,1
1570,19039,0
1276,4040,0
1600,3710,0
2122,16808,0
1132,14707,0
2056,10588,0
576,18507,0
67,12696,0
2430,14707,0
998,11241,0
1827,6533,0
1257,21794,0
2192,3144,1
1560,6398,0
735,8429,0
818,12177,0
2284,17234,0
203,17234,0
1699,16374,0
145,4501,0
73,21423,0
492,14430,0
821,20068,0
2272,6387,0
932,16318,0
735,10398,0
2464,16112,0
909,15128,0
612,4733,0
594,10645,0
932,4722,0
615,1389,0
1553,5136,0
2479,114,0
757,9090,0
2220,20125,0
638,4328,0
2323,16809,0
337,6488,0
166,805,0
365,15969,0
1342,15292,0
25,9006,0
2395,2582,0
822,12781,0
2048,4730,0
904,15843,0
310,4720,1
2305,11278,0
219,12694,0
1418,122,0
261,21306,0
1882,11436,0
887,17186,0
36,21331,0
1699,18966,0
1861,14449,0
1241,17939,0
561,6750,0
887,13373,0
527,485,1
2020,17203,0
1365,18372,1
781,289,0
944,8246,0
330,13535,0
1771,17188,0
2430,21693,0
993,12790,0
1813,3253,1
58,20807,0
1030,20073,0
616,11665,0
1191,18698,0
823,18601,0
1528,18452,0
81,10884,0
2438,2858,0
1241,17235,0
744,15530,0
2220,21811,0
856,19780,0
2229,18670,0
1145,8843,0
2507,1090,0
1564,9247,0
1229,18895,0
1197,4814,1
561,2819,0
532,12464,0
581,17380,0
1132,16608,0
214,12790,0
944,2279,0
1284,9322,0
2160,15757,0
852,18165,0
2082,6748,0
1136,17697,0
1816,10590,0
588,3652,0
414,1529,0
378,21690,1
2262,6033,0
688,12848,0
967,16333,0
1605,20121,0
102,15063,0
889,14667,0
2305,7304,0
316,5232,0
973,19570,0
1888,8763,0
2472,6750,0
2371,2429,0
1511,14511,0
810,11428,1
214,20714,0
2260,21109,0
1229,13545,0
2546,21955,0
925,5769,0
122,7032,0
1751,20117,1
1651,13804,1
672,10529,0
1959,8786,0
2504,20125,0
1926,485,0
2255,2074,0
2147,8296,0
21,8915,0
1353,6819,1
2412,1218,0
2146,8540,0
2361,20429,0
2450,18457,0
688,12853,0
883,4974,0
1188,20758,0
883,3067,0
1509,984,0
2216,121,0
793,15994,0
1699,16221,0
822,18507,0
512,3723,0
73,14177,0
572,4709,0
644,9987,0
641,13176,0
1092,7799,0
2114,14691,0
561,16608,0
1937,18673,0
1345,14257,1
1257,6743,0
432,21909,0
102,2211,0
305,6580,0
1688,16652,0
86,7610,1
92,10869,0
1184,1019,0
1260,19203,0
1134,14644,0
809,8305,0
547,5247,0
1418,8810,0
960,1588,0
2030,13167,1
389,19893,0
992,6991,0
1835,1934,0
1112,6811,0
456,2954,0
1176,16382,0
1262,2762,0
802,20115,0
722,549,0
1761,678,0
53,805,0
417,18165,0
176,14822,0
387,9938,0
883,3063,0
336,20174,1
1740,7975,0
598,3626,1
701,10754,0
737,2835,0
2250,17549,0
693,10532,0
1121,3697,0
796,20625,0
701,6753,0
228,10391,0
1241,17234,0
576,820,0
1927,7304,0
665,2821,0
702,10869,0
2242,3458,0
822,806,0
2211,12696,0
99,4525,0
2548,13869,0
1365,10473,0
2020,18152,0
2353,13476,1
2395,8596,0
56,11153,0
565,10532,0
1014,1079,0
124,10931,0
1393,17763,0
2538,4216,0
582,6400,0
794,15687,0
2262,12213,0
2484,12534,0
150,19227,0
889,10729,0
5,20932,1
2332,17846,0
1705,12727,0
1091,16256,0
2018,5207,1
199,15477,0
1741,17502,0
2061,352,1
194,18645,0
419,11241,0
1831,9063,0
1299,15462,1
2293,4521,0
2389,10752,0
944,21531,0
621,4602,0
546,12699,0
1058,10238,0
1359,1903,1
1194,1342,0
1802,9095,0
624,4040,0
1784,15395,0
1241,17238,0
123,13224,0
1656,4711,0
2349,21292,0
701,18601,0
1656,2465,0
1933,15097,0
2006,11702,0
421,17315,0
117,21065,0
2432,6753,0
2210,16560,1
53,17837,0
2296,919,0
2472,18152,0
1767,5771,0
1466,11641,1
1162,16809,0
1178,17837,0
159,7002,0
94,9051,1
1299,21991,0
226,13388,0
988,7032,0
1564,4890,0
1711,20219,0
967,18444,0
561,17892,0
1061,14949,0
1927,4855,0
1605,14687,0
1542,18263,0
1312,5689,0
382,2583,0
2518,12711,0
701,2754,0
805,8378,0
337,8548,0
1551,5832,0
41,884,0
2274,356,1
1933,7928,0
998,3277,0
2033,6560,0
1893,13148,0
2412,8799,0
1686,17761,0
687,20212,1
672,14743,0
912,15063,0
1453,17239,0
2430,801,0
79,17238,0
49,8096,1
2163,171,0
1945,12116,0
924,10285,0
1129,10604,0
310,12221,0
421,16223,0
2344,4984,1
898,15335,1
417,20121,0
1997,6408,0
1720,20522,1
481,14851,0
856,17184,0
2188,12649,0
2405,21334,0
1165,3695,1
1863,6774,0
1211,20310,0
1459,20526,0
177,6960,0
1249,6922,0
2546,18151,0
1205,10835,0
1688,9336,0
1578,15814,0
99,21146,0
1360,994,1
360,3682,0
1893,15077,0
1564,10894,0
1418,14715,1
1477,8420,0
1592,16658,1
2145,9036,0
1443,1150,0
865,1080,0
1951,6917,0
1647,16392,0
700,6745,0
1145,12850,0
2311,19587,0
1581,2645,0
2144,12785,0
1443,7210,0
1145,873,0
29,2074,0
557,3921,0
2048,10489,0
1711,20218,0
1260,12657,0
709,16183,0
2511,21503,1
1699,16968,0
1809,17505,0
1022,6033,0
2375,13912,0
1955,17888,0
1626,3031,0
1879,7970,0
599,6457,0
1661,6382,0
1296,304,0
693,20662,0
2332,4728,0
1504,8885,0
337,11678,0
417,14687,0
2481,1609,0
1945,16040,0
634,12897,0
1463,15908,0
2361,16608,0
2328,13242,0
226,2613,0
475,20392,1
1933,3174,0
1294,14246,0
2009,19229,0
2191,13088,0
680,843,1
1656,1321,0
2395,19438,0
1229,4616,0
898,9385,0
1129,19794,0
671,18863,0
166,14707,0
1809,16318,0
2539,10705,1
1348,12645,0
1806,6377,0
1621,18546,0
1608,15211,0
811,18927,0
2248,20928,0
1666,14180,0
1242,19320,0
687,7441,0
305,9322,0
2537,20635,0
205,10517,1
1887,5697,0
1688,18967,0
2438,2861,1
337,4882,0
387,3169,1
660,10273,1
547,15272,0
481,20269,0
700,13427,0
1839,16909,0
1888,6730,0
1536,2074,0
2133,10434,1
1931,5191,0
1939,16315,0
1992,1274,1
2538,14177,0
2019,17753,0
599,10500,0
2097,1053,0
889,6729,0
576,21566,0
1933,11897,0
822,801,0
1863,6770,0
41,4800,0
1661,5147,0
2389,8236,0
2412,8319,0
2381,3482,1
2220,8791,0
1927,14736,0
645,6760,1
1813,16352,0
81,17194,1
2470,20065,0
1418,8245,0
579,11054,0
2163,20055,0
949,7346,1
742,2802,0
1141,5216,0
1716,9715,0
2040,9550,1
684,17572,0
1123,18301,0
64,4662,0
417,18465,0
1241,18187,0
1973,8907,0
1334,8617,0
660,6366,0
891,3545,0
2115,6754,0
2242,21989,0
1463,2808,0
1888,4209,0
532,15994,0
1342,7323,0
889,8775,0
2365,6563,0
1962,20791,0
1542,12389,0
736,17761,0
1242,20348,0
419,13251,0
124,10929,0
932,17506,0
1600,1749,0
1413,4711,0
1921,4269,0
629,530,0
1251,14587,0
1025,63,0
2393,15332,0
641,9161,0
117,12293,0
65,13855,0
1178,304,0
545,7622,1
1145,18717,0
1382,2590,0
2332,17837,0
1894,14802,0
883,7140,0
582,12638,0
561,14680,0
992,4976,0
900,10925,0
576,8236,0
317,1082,1
204,14346,0
565,15489,0
814,16317,0
2063,6308,1
2422,1258,0
195,11771,0
2272,6388,0
1532,4739,0
2426,3072,0
1784,4395,0
456,1980,0
1972,3588,0
1057,18582,0
1631,5116,0
95,13011,0
2220,16608,0
887,17381,0
1846,15547,1
280,16316,0
1242,6400,0
2020,21794,0
547,11275,0
53,20125,0
2236,14107,0
2332,13427,0
2116,13910,0
2254,8256,0
576,9734,0
2389,17561,0
65,2622,0
852,20121,0
184,5560,0
129,18649,0
73,2262,0
2475,7295,0
902,6661,1
134,3740,1
2342,640,0
219,2724,0
2141,11048,1
1957,18173,0
495,2837,0
530,20505,0
683,19975,0
2017,16793,1
2158,4988,0
512,3042,0
576,20121,0
1605,20125,0
1103,21568,0
1616,8850,0
2260,15063,0
2389,10751,0
720,21429,0
1178,18443,0
2071,2842,0
415,17243,1
683,9856,0
497,14950,0
978,18186,0
1832,432,1
1792,6445,0
25,13011,0
1528,17841,0
822,16333,0
2471,806,0
903,15526,0
1315,13177,0
2119,687,0
1605,19011,0
1952,9775,0
2472,13427,0
1689,17875,0
1656,8985,0
438,10344,0
2201,11698,0
2337,19231,0
2260,11254,0
1260,4588,0
1927,10515,0
2188,14564,0
1528,7857,0
1624,7991,0
1959,17561,0
1172,16782,0
2465,11332,0
1997,11341,0
1129,20664,0
1334,6561,0
967,19283,0
81,18359,0
2260,9793,0
1405,14894,1
207,16759,0
1711,17608,0
146,12097,0
70,2216,0
1178,6750,0
1602,19807,1
695,8127,0
1182,6829,0
362,155,0
606,5269,0
581,17697,0
1067,16317,0
184,10913,0
2365,12614,0
2361,20121,0
615,11339,0
1136,17383,1
1631,13855,0
95,1035,0
2020,21811,0
2284,17549,0
284,877,0
2405,14931,0
1211,16462,0
2097,6991,0
934,1158,0
1809,17186,0
1169,21065,0
561,6740,0
626,8786,0
960,13884,0
2517,10725,0
547,1692,0
1705,2757,0
1852,15749,0
2260,9796,0
2392,7972,0
57,13302,1
1700,17085,0
2069,21448,1
2126,14402,0
1483,5531,0
348,20179,0
864,13133,0
1145,6797,0
2471,14680,0
561,12781,0
1844,1597,0
857,19631,0
627,10869,0
2112,9288,0
305,14541,0
1888,118,0
1507,12714,0
2482,19119,1
1296,18152,0
465,5243,0
1103,4364,0
1016,17549,0
485,12267,0
360,9592,0
1418,121,0
278,16910,0
598,14107,0
2426,17991,0
64,8391,1
816,22045,0
1699,17548,0
2546,17506,0
1213,18130,0
589,9328,0
1258,12785,0
1284,7323,0
1933,11129,0
2085,6140,0
753,20732,0
1972,8138,0
1527,21905,0
1656,12971,0
2230,10755,0
462,3507,0
1695,17547,0
852,2818,0
396,7149,1
941,12779,0
2316,7221,0
640,6573,0
1992,5268,0
1525,14455,0
2284,18495,0
166,801,0
65,7156,1
973,10767,0
571,15301,0
1344,16450,0
166,806,0
2242,1475,0
1649,20149,0
998,30,0
1338,18485,0
2020,21693,0
2048,10751,0
131,1640,0
1927,3099,0
561,286,0
967,20429,0
1647,16951,0
973,2835,0
912,2211,0
1863,8814,0
1779,10692,0
967,18507,0
1816,8570,0
2361,21811,0
2467,17204,0
257,5930,0
248,2071,0
2236,9875,0
264,16640,1
226,6427,0
278,16597,0
998,5217,0
284,10626,0
1816,17188,0
1241,18186,0
117,9327,0
2274,11970,0
1708,16226,1
187,11838,0
2439,12866,0
1296,18200,0
399,10810,0
1888,8235,0
2504,2819,0
1252,7610,0
2525,1416,0
1135,2822,0
1447,17850,0
662,17258,1
1296,17203,0
2222,12785,0
2370,18149,0
2305,854,0
2274,2278,0
2071,6772,0
1324,8883,0
1959,10752,0
625,2819,0
1342,9325,0
179,14057,0
2220,801,0
274,68,0
625,801,0
229,3282,0
1099,13691,0
700,17892,0
2405,18732,0
481,17197,0
495,122,0
735,10401,0
1689,21367,0
525,12568,0
2317,799,0
2395,8597,0
600,12881,1
879,17858,0
2284,14346,0
2089,6613,0
1573,13416,0
291,2001,0
2476,6952,0
2082,10869,0
159,8165,0
428,4979,0
73,19782,0
786,3507,0
869,2102,0
1973,1139,0
1225,15291,0
415,16503,0
725,404,0
2219,6846,0
1092,6152,0
342,9327,0
1605,16598,0
2474,14437,1
2112,14686,0
1348,6599,0
1256,20411,1
2149,6800,0
166,8786,0
755,17464,0
1641,11044,1
2245,3566,1
2255,2075,0
2504,17837,0
944,14183,0
585,13589,0
2389,21693,0
1323,15278,0
353,14668,0
1141,19904,0
1534,5038,0
1948,4289,0
2318,5267,0
626,801,0
1959,6740,0
1208,13242,0
131,19896,0
10,2429,0
218,15006,0
1344,12877,0
2237,7309,0
462,9288,0
1816,10404,0
978,7591,0
25,1037,0
1930,15375,1
1296,18165,0
2311,6933,0
1863,12819,0
356,11129,0
201,3554,0
869,8099,0
485,20607,0
588,2071,0
2239,326,1
396,14922,0
1551,7854,0
1806,7161,0
2083,14539,1
896,21369,0
1413,12769,0
1937,10808,0
1007,18142,1
753,2985,0
495,139,0
581,17383,0
823,20714,0
785,10845,1
2188,2670,0
2361,806,0
2002,6979,0
1528,17192,0
53,18444,0
1816,18154,0
1528,18360,0
512,4979,0
34,4976,0
710,14820,0
356,21591,1
1695,17274,1
2069,1342,0
2223,19012,0
2466,10392,0
2451,20424,0
182,5362,0
1057,16735,0
2216,17188,0
753,13878,0
1060,17561,0
2391,809,0
889,10730,0
405,1963,0
2020,14707,0
2405,4976,0
616,7531,0
485,20002,0
557,3585,0
1334,5628,0
219,6667,0
625,12781,0
720,1451,0
305,13307,0
1793,6133,0
1429,12098,0
1468,672,0
1738,20007,0
73,14176,0
204,2306,0
2020,17846,0
932,802,0
814,20657,0
2265,15576,0
2144,14701,0
887,18151,0
1391,10887,0
261,154,0
1529,20353,0
1257,17846,0
670,8591,0
1425,4733,0
